symbol,company_name,trading_date,trading_time,price
RELIANCE,Reliance Industries,2026-09-03,12:15,2867.98
RELIANCE,Reliance Industries,2026-09-03,12:45,2866.11
RELIANCE,Reliance Industries,2026-09-03,13:15,2881.07
RELIANCE,Reliance Industries,2026-09-03,13:45,2898.39
RELIANCE,Reliance Industries,2026-09-03,14:15,2911.44
RELIANCE,Reliance Industries,2026-09-03,14:45,2918.88
RELIANCE,Reliance Industries,2026-09-03,15:15,2914.2
RELIANCE,Reliance Industries,2026-09-04,09:15,2918.94
RELIANCE,Reliance Industries,2026-09-04,09:45,2926.96
RELIANCE,Reliance Industries,2026-09-04,10:15,2925.04
RELIANCE,Reliance Industries,2026-09-04,10:45,2924.72
RELIANCE,Reliance Industries,2026-09-04,11:15,2915.58
RELIANCE,Reliance Industries,2026-09-04,11:45,2897.37
RELIANCE,Reliance Industries,2026-09-04,12:15,2898.59
RELIANCE,Reliance Industries,2026-09-04,12:45,2901.53
RELIANCE,Reliance Industries,2026-09-04,13:15,2909.75
RELIANCE,Reliance Industries,2026-09-04,13:45,2931.16
RELIANCE,Reliance Industries,2026-09-04,14:15,2936.63
RELIANCE,Reliance Industries,2026-09-04,14:45,2937.71
RELIANCE,Reliance Industries,2026-09-04,15:15,2940.47
RELIANCE,Reliance Industries,2026-09-07,09:15,2889.92
RELIANCE,Reliance Industries,2026-09-07,09:45,2884.74
RELIANCE,Reliance Industries,2026-09-07,10:15,2889.33
RELIANCE,Reliance Industries,2026-09-07,10:45,2893.77
RELIANCE,Reliance Industries,2026-09-07,11:15,2881.06
RELIANCE,Reliance Industries,2026-09-07,11:45,2865.33
RELIANCE,Reliance Industries,2026-09-07,12:15,2850.4
RELIANCE,Reliance Industries,2026-09-07,12:45,2860.51
RELIANCE,Reliance Industries,2026-09-07,13:15,2878.11
RELIANCE,Reliance Industries,2026-09-07,13:45,2891.22
RELIANCE,Reliance Industries,2026-09-07,14:15,2895.94
RELIANCE,Reliance Industries,2026-09-07,14:45,2895.18
RELIANCE,Reliance Industries,2026-09-07,15:15,2896.97
RELIANCE,Reliance Industries,2026-09-08,09:15,2903.22
RELIANCE,Reliance Industries,2026-09-08,09:45,2908.46
RELIANCE,Reliance Industries,2026-09-08,10:15,2911.01
RELIANCE,Reliance Industries,2026-09-08,10:45,2911.14
RELIANCE,Reliance Industries,2026-09-08,11:15,2894.49
RELIANCE,Reliance Industries,2026-09-08,11:45,2880.56
RELIANCE,Reliance Industries,2026-09-08,12:15,2871.12
RELIANCE,Reliance Industries,2026-09-08,12:45,2868.6
RELIANCE,Reliance Industries,2026-09-08,13:15,2874.86
RELIANCE,Reliance Industries,2026-09-08,13:45,2882.14
RELIANCE,Reliance Industries,2026-09-08,14:15,2889.46
RELIANCE,Reliance Industries,2026-09-08,14:45,2887.03
RELIANCE,Reliance Industries,2026-09-08,15:15,2880.84
RELIANCE,Reliance Industries,2026-09-09,09:15,2933.19
RELIANCE,Reliance Industries,2026-09-09,09:45,2933.89
RELIANCE,Reliance Industries,2026-09-09,10:15,2929.99
RELIANCE,Reliance Industries,2026-09-09,10:45,2920.98
RELIANCE,Reliance Industries,2026-09-09,11:15,2903.9
RELIANCE,Reliance Industries,2026-09-09,11:45,2896.52
RELIANCE,Reliance Industries,2026-09-09,12:15,2894.95
RELIANCE,Reliance Industries,2026-09-09,12:45,2905.52
RELIANCE,Reliance Industries,2026-09-09,13:15,2922.12
RELIANCE,Reliance Industries,2026-09-09,13:45,2939.2
RELIANCE,Reliance Industries,2026-09-09,14:15,2949.03
RELIANCE,Reliance Industries,2026-09-09,14:45,2949.93
RELIANCE,Reliance Industries,2026-09-09,15:15,2941.19
RELIANCE,Reliance Industries,2026-09-10,09:15,2900.5
RELIANCE,Reliance Industries,2026-09-10,09:45,2904.38
RELIANCE,Reliance Industries,2026-09-10,10:15,2916.3
RELIANCE,Reliance Industries,2026-09-10,10:45,2907.59
RELIANCE,Reliance Industries,2026-09-10,11:15,2887.61
RELIANCE,Reliance Industries,2026-09-10,11:45,2880.34
RELIANCE,Reliance Industries,2026-09-10,12:15,2879.78
RELIANCE,Reliance Industries,2026-09-10,12:45,2873.86
RELIANCE,Reliance Industries,2026-09-10,13:15,2888.64
RELIANCE,Reliance Industries,2026-09-10,13:45,2915.27
RELIANCE,Reliance Industries,2026-09-10,14:15,2926.43
RELIANCE,Reliance Industries,2026-09-10,14:45,2923.33
RELIANCE,Reliance Industries,2026-09-10,15:15,2928.57
RELIANCE,Reliance Industries,2026-09-11,09:15,2910.21
RELIANCE,Reliance Industries,2026-09-11,09:45,2908.81
RELIANCE,Reliance Industries,2026-09-11,10:15,2911.33
RELIANCE,Reliance Industries,2026-09-11,10:45,2911.85
RELIANCE,Reliance Industries,2026-09-11,11:15,2896.96
RELIANCE,Reliance Industries,2026-09-11,11:45,2893.19
RELIANCE,Reliance Industries,2026-09-11,12:15,2880.77
RELIANCE,Reliance Industries,2026-09-11,12:45,2892.62
RELIANCE,Reliance Industries,2026-09-11,13:15,2899.33
RELIANCE,Reliance Industries,2026-09-11,13:45,2913.56
RELIANCE,Reliance Industries,2026-09-11,14:15,2930.13
RELIANCE,Reliance Industries,2026-09-11,14:45,2932.99
RELIANCE,Reliance Industries,2026-09-11,15:15,2938.02
RELIANCE,Reliance Industries,2026-09-14,09:15,2938.13
RELIANCE,Reliance Industries,2026-09-14,09:45,2944.49
RELIANCE,Reliance Industries,2026-09-14,10:15,2941.24
RELIANCE,Reliance Industries,2026-09-14,10:45,2944.78
RELIANCE,Reliance Industries,2026-09-14,11:15,2927.92
RELIANCE,Reliance Industries,2026-09-14,11:45,2915.54
RELIANCE,Reliance Industries,2026-09-14,12:15,2906.36
RELIANCE,Reliance Industries,2026-09-14,12:45,2902.37
RELIANCE,Reliance Industries,2026-09-14,13:15,2922.36
RELIANCE,Reliance Industries,2026-09-14,13:45,2933.24
RELIANCE,Reliance Industries,2026-09-14,14:15,2949.46
RELIANCE,Reliance Industries,2026-09-14,14:45,2950.17
RELIANCE,Reliance Industries,2026-09-14,15:15,2947.31
RELIANCE,Reliance Industries,2026-09-15,09:15,2917.14
RELIANCE,Reliance Industries,2026-09-15,09:45,2918.84
RELIANCE,Reliance Industries,2026-09-15,10:15,2929.71
RELIANCE,Reliance Industries,2026-09-15,10:45,2926.13
RELIANCE,Reliance Industries,2026-09-15,11:15,2910.3
RELIANCE,Reliance Industries,2026-09-15,11:45,2895.74
RELIANCE,Reliance Industries,2026-09-15,12:15,2895.08
RELIANCE,Reliance Industries,2026-09-15,12:45,2901.72
RELIANCE,Reliance Industries,2026-09-15,13:15,2907.03
RELIANCE,Reliance Industries,2026-09-15,13:45,2923.96
RELIANCE,Reliance Industries,2026-09-15,14:15,2944.53
RELIANCE,Reliance Industries,2026-09-15,14:45,2949.48
RELIANCE,Reliance Industries,2026-09-15,15:15,2944.13
RELIANCE,Reliance Industries,2026-09-16,09:15,2913.68
RELIANCE,Reliance Industries,2026-09-16,09:45,2920.7
RELIANCE,Reliance Industries,2026-09-16,10:15,2920.41
RELIANCE,Reliance Industries,2026-09-16,10:45,2909.06
RELIANCE,Reliance Industries,2026-09-16,11:15,2891.97
RELIANCE,Reliance Industries,2026-09-16,11:45,2877.95
RELIANCE,Reliance Industries,2026-09-16,12:15,2866.33
RELIANCE,Reliance Industries,2026-09-16,12:45,2871.16
RELIANCE,Reliance Industries,2026-09-16,13:15,2890.33
RELIANCE,Reliance Industries,2026-09-16,13:45,2912.95
RELIANCE,Reliance Industries,2026-09-16,14:15,2933.96
RELIANCE,Reliance Industries,2026-09-16,14:45,2945.14
RELIANCE,Reliance Industries,2026-09-16,15:15,2947.01
RELIANCE,Reliance Industries,2026-09-17,09:15,2947.61
RELIANCE,Reliance Industries,2026-09-17,09:45,2954.28
RELIANCE,Reliance Industries,2026-09-17,10:15,2955.23
RELIANCE,Reliance Industries,2026-09-17,10:45,2947.48
RELIANCE,Reliance Industries,2026-09-17,11:15,2926.14
RELIANCE,Reliance Industries,2026-09-17,11:45,2909.72
RELIANCE,Reliance Industries,2026-09-17,12:15,2891.96
RELIANCE,Reliance Industries,2026-09-17,12:45,2892.75
RELIANCE,Reliance Industries,2026-09-17,13:15,2903.52
RELIANCE,Reliance Industries,2026-09-17,13:45,2915.76
RELIANCE,Reliance Industries,2026-09-17,14:15,2935.7
RELIANCE,Reliance Industries,2026-09-17,14:45,2949.25
RELIANCE,Reliance Industries,2026-09-17,15:15,2957.27
RELIANCE,Reliance Industries,2026-09-18,09:15,2931.86
RELIANCE,Reliance Industries,2026-09-18,09:45,2933.27
RELIANCE,Reliance Industries,2026-09-18,10:15,2942.45
RELIANCE,Reliance Industries,2026-09-18,10:45,2943.41
RELIANCE,Reliance Industries,2026-09-18,11:15,2923.74
RELIANCE,Reliance Industries,2026-09-18,11:45,2908.24
RELIANCE,Reliance Industries,2026-09-18,12:15,2901.42
RELIANCE,Reliance Industries,2026-09-18,12:45,2909.78
RELIANCE,Reliance Industries,2026-09-18,13:15,2916.73
RELIANCE,Reliance Industries,2026-09-18,13:45,2922.74
RELIANCE,Reliance Industries,2026-09-18,14:15,2936.25
RELIANCE,Reliance Industries,2026-09-18,14:45,2947.19
RELIANCE,Reliance Industries,2026-09-18,15:15,2947.84
RELIANCE,Reliance Industries,2026-09-21,09:15,2922.77
RELIANCE,Reliance Industries,2026-09-21,09:45,2930.17
RELIANCE,Reliance Industries,2026-09-21,10:15,2926.11
RELIANCE,Reliance Industries,2026-09-21,10:45,2927.44
RELIANCE,Reliance Industries,2026-09-21,11:15,2911.7
RELIANCE,Reliance Industries,2026-09-21,11:45,2896.59
RELIANCE,Reliance Industries,2026-09-21,12:15,2895.66
RELIANCE,Reliance Industries,2026-09-21,12:45,2889.48
RELIANCE,Reliance Industries,2026-09-21,13:15,2907.36
RELIANCE,Reliance Industries,2026-09-21,13:45,2920.84
RELIANCE,Reliance Industries,2026-09-21,14:15,2929.88
RELIANCE,Reliance Industries,2026-09-21,14:45,2946.19
RELIANCE,Reliance Industries,2026-09-21,15:15,2935.2
TCS,Tata Consultancy Services,2026-09-01,09:15,4149.06
TCS,Tata Consultancy Services,2026-09-01,09:45,4123.7
TCS,Tata Consultancy Services,2026-09-01,10:15,4096.13
TCS,Tata Consultancy Services,2026-09-01,10:45,4093.31
TCS,Tata Consultancy Services,2026-09-01,11:15,4119.56
TCS,Tata Consultancy Services,2026-09-01,11:45,4121.96
TCS,Tata Consultancy Services,2026-09-01,12:15,4105.16
TCS,Tata Consultancy Services,2026-09-01,12:45,4103.5
TCS,Tata Consultancy Services,2026-09-01,13:15,4115.91
TCS,Tata Consultancy Services,2026-09-01,13:45,4119.68
TCS,Tata Consultancy Services,2026-09-01,14:15,4121.77
TCS,Tata Consultancy Services,2026-09-01,14:45,4152.82
TCS,Tata Consultancy Services,2026-09-01,15:15,4185.87
TCS,Tata Consultancy Services,2026-09-02,09:15,4144.94
TCS,Tata Consultancy Services,2026-09-02,09:45,4140.31
TCS,Tata Consultancy Services,2026-09-02,10:15,4112.96
TCS,Tata Consultancy Services,2026-09-02,10:45,4103.76
TCS,Tata Consultancy Services,2026-09-02,11:15,4127.74
TCS,Tata Consultancy Services,2026-09-02,11:45,4119.93
TCS,Tata Consultancy Services,2026-09-02,12:15,4092.93
TCS,Tata Consultancy Services,2026-09-02,12:45,4102.2
TCS,Tata Consultancy Services,2026-09-02,13:15,4124.8
TCS,Tata Consultancy Services,2026-09-02,13:45,4111.85
TCS,Tata Consultancy Services,2026-09-02,14:15,4111.78
TCS,Tata Consultancy Services,2026-09-02,14:45,4136.75
TCS,Tata Consultancy Services,2026-09-02,15:15,4158.94
TCS,Tata Consultancy Services,2026-09-03,09:15,4182.62
TCS,Tata Consultancy Services,2026-09-03,09:45,4162.56
TCS,Tata Consultancy Services,2026-09-03,10:15,4150.34
TCS,Tata Consultancy Services,2026-09-03,10:45,4134.05
TCS,Tata Consultancy Services,2026-09-03,11:15,4147.7
TCS,Tata Consultancy Services,2026-09-03,11:45,4132.29
TCS,Tata Consultancy Services,2026-09-03,12:15,4126.04
TCS,Tata Consultancy Services,2026-09-03,12:45,4131.69
TCS,Tata Consultancy Services,2026-09-03,13:15,4152.38
TCS,Tata Consultancy Services,2026-09-03,13:45,4158.35
TCS,Tata Consultancy Services,2026-09-03,14:15,4151.98
TCS,Tata Consultancy Services,2026-09-03,14:45,4165.68
TCS,Tata Consultancy Services,2026-09-03,15:15,4192.35
TCS,Tata Consultancy Services,2026-09-04,09:15,4144.03
TCS,Tata Consultancy Services,2026-09-04,09:45,4146.03
TCS,Tata Consultancy Services,2026-09-04,10:15,4110.98
TCS,Tata Consultancy Services,2026-09-04,10:45,4110.0
TCS,Tata Consultancy Services,2026-09-04,11:15,4126.63
TCS,Tata Consultancy Services,2026-09-04,11:45,4115.94
TCS,Tata Consultancy Services,2026-09-04,12:15,4105.06
TCS,Tata Consultancy Services,2026-09-04,12:45,4113.21
TCS,Tata Consultancy Services,2026-09-04,13:15,4121.73
TCS,Tata Consultancy Services,2026-09-04,13:45,4132.01
TCS,Tata Consultancy Services,2026-09-04,14:15,4113.6
TCS,Tata Consultancy Services,2026-09-04,14:45,4128.16
TCS,Tata Consultancy Services,2026-09-04,15:15,4162.5
TCS,Tata Consultancy Services,2026-09-07,09:15,4169.16
TCS,Tata Consultancy Services,2026-09-07,09:45,4155.32
TCS,Tata Consultancy Services,2026-09-07,10:15,4137.33
TCS,Tata Consultancy Services,2026-09-07,10:45,4148.48
TCS,Tata Consultancy Services,2026-09-07,11:15,4165.33
TCS,Tata Consultancy Services,2026-09-07,11:45,4150.2
TCS,Tata Consultancy Services,2026-09-07,12:15,4123.77
TCS,Tata Consultancy Services,2026-09-07,12:45,4134.54
TCS,Tata Consultancy Services,2026-09-07,13:15,4165.49
TCS,Tata Consultancy Services,2026-09-07,13:45,4171.26
TCS,Tata Consultancy Services,2026-09-07,14:15,4153.45
TCS,Tata Consultancy Services,2026-09-07,14:45,4168.95
TCS,Tata Consultancy Services,2026-09-07,15:15,4204.57
TCS,Tata Consultancy Services,2026-09-08,09:15,4158.85
TCS,Tata Consultancy Services,2026-09-08,09:45,4158.78
TCS,Tata Consultancy Services,2026-09-08,10:15,4142.62
TCS,Tata Consultancy Services,2026-09-08,10:45,4144.33
TCS,Tata Consultancy Services,2026-09-08,11:15,4151.58
TCS,Tata Consultancy Services,2026-09-08,11:45,4146.63
TCS,Tata Consultancy Services,2026-09-08,12:15,4119.99
TCS,Tata Consultancy Services,2026-09-08,12:45,4112.98
TCS,Tata Consultancy Services,2026-09-08,13:15,4126.63
TCS,Tata Consultancy Services,2026-09-08,13:45,4114.69
TCS,Tata Consultancy Services,2026-09-08,14:15,4098.07
TCS,Tata Consultancy Services,2026-09-08,14:45,4108.66
TCS,Tata Consultancy Services,2026-09-08,15:15,4124.0
TCS,Tata Consultancy Services,2026-09-09,09:15,4195.2
TCS,Tata Consultancy Services,2026-09-09,09:45,4175.04
TCS,Tata Consultancy Services,2026-09-09,10:15,4134.42
TCS,Tata Consultancy Services,2026-09-09,10:45,4124.2
TCS,Tata Consultancy Services,2026-09-09,11:15,4137.43
TCS,Tata Consultancy Services,2026-09-09,11:45,4130.9
TCS,Tata Consultancy Services,2026-09-09,12:15,4118.26
TCS,Tata Consultancy Services,2026-09-09,12:45,4131.55
TCS,Tata Consultancy Services,2026-09-09,13:15,4156.77
TCS,Tata Consultancy Services,2026-09-09,13:45,4160.3
TCS,Tata Consultancy Services,2026-09-09,14:15,4150.45
TCS,Tata Consultancy Services,2026-09-09,14:45,4160.24
TCS,Tata Consultancy Services,2026-09-09,15:15,4180.57
TCS,Tata Consultancy Services,2026-09-10,09:15,4142.88
TCS,Tata Consultancy Services,2026-09-10,09:45,4139.24
TCS,Tata Consultancy Services,2026-09-10,10:15,4123.61
TCS,Tata Consultancy Services,2026-09-10,10:45,4111.69
TCS,Tata Consultancy Services,2026-09-10,11:15,4117.2
TCS,Tata Consultancy Services,2026-09-10,11:45,4125.72
TCS,Tata Consultancy Services,2026-09-10,12:15,4115.34
TCS,Tata Consultancy Services,2026-09-10,12:45,4113.19
TCS,Tata Consultancy Services,2026-09-10,13:15,4127.84
TCS,Tata Consultancy Services,2026-09-10,13:45,4136.31
TCS,Tata Consultancy Services,2026-09-10,14:15,4132.46
TCS,Tata Consultancy Services,2026-09-10,14:45,4143.23
TCS,Tata Consultancy Services,2026-09-10,15:15,4179.74
TCS,Tata Consultancy Services,2026-09-11,09:15,4214.09
TCS,Tata Consultancy Services,2026-09-11,09:45,4205.35
TCS,Tata Consultancy Services,2026-09-11,10:15,4177.92
TCS,Tata Consultancy Services,2026-09-11,10:45,4174.21
TCS,Tata Consultancy Services,2026-09-11,11:15,4173.81
TCS,Tata Consultancy Services,2026-09-11,11:45,4175.85
TCS,Tata Consultancy Services,2026-09-11,12:15,4148.31
TCS,Tata Consultancy Services,2026-09-11,12:45,4165.88
TCS,Tata Consultancy Services,2026-09-11,13:15,4186.88
TCS,Tata Consultancy Services,2026-09-11,13:45,4185.83
TCS,Tata Consultancy Services,2026-09-11,14:15,4181.09
TCS,Tata Consultancy Services,2026-09-11,14:45,4192.21
TCS,Tata Consultancy Services,2026-09-11,15:15,4224.78
TCS,Tata Consultancy Services,2026-09-14,09:15,4171.13
TCS,Tata Consultancy Services,2026-09-14,09:45,4155.85
TCS,Tata Consultancy Services,2026-09-14,10:15,4128.85
TCS,Tata Consultancy Services,2026-09-14,10:45,4137.89
TCS,Tata Consultancy Services,2026-09-14,11:15,4137.88
TCS,Tata Consultancy Services,2026-09-14,11:45,4140.01
TCS,Tata Consultancy Services,2026-09-14,12:15,4117.66
TCS,Tata Consultancy Services,2026-09-14,12:45,4116.86
TCS,Tata Consultancy Services,2026-09-14,13:15,4142.91
TCS,Tata Consultancy Services,2026-09-14,13:45,4135.5
TCS,Tata Consultancy Services,2026-09-14,14:15,4133.21
TCS,Tata Consultancy Services,2026-09-14,14:45,4140.52
TCS,Tata Consultancy Services,2026-09-14,15:15,4166.21
TCS,Tata Consultancy Services,2026-09-15,09:15,4211.42
TCS,Tata Consultancy Services,2026-09-15,09:45,4198.76
TCS,Tata Consultancy Services,2026-09-15,10:15,4185.18
TCS,Tata Consultancy Services,2026-09-15,10:45,4178.55
TCS,Tata Consultancy Services,2026-09-15,11:15,4175.94
TCS,Tata Consultancy Services,2026-09-15,11:45,4170.88
TCS,Tata Consultancy Services,2026-09-15,12:15,4161.08
TCS,Tata Consultancy Services,2026-09-15,12:45,4163.61
TCS,Tata Consultancy Services,2026-09-15,13:15,4174.87
TCS,Tata Consultancy Services,2026-09-15,13:45,4181.61
TCS,Tata Consultancy Services,2026-09-15,14:15,4184.28
TCS,Tata Consultancy Services,2026-09-15,14:45,4203.29
TCS,Tata Consultancy Services,2026-09-15,15:15,4220.87
TCS,Tata Consultancy Services,2026-09-16,09:15,4174.95
TCS,Tata Consultancy Services,2026-09-16,09:45,4162.48
TCS,Tata Consultancy Services,2026-09-16,10:15,4130.73
TCS,Tata Consultancy Services,2026-09-16,10:45,4121.55
TCS,Tata Consultancy Services,2026-09-16,11:15,4121.38
TCS,Tata Consultancy Services,2026-09-16,11:45,4113.01
TCS,Tata Consultancy Services,2026-09-16,12:15,4100.79
TCS,Tata Consultancy Services,2026-09-16,12:45,4109.59
TCS,Tata Consultancy Services,2026-09-16,13:15,4138.49
TCS,Tata Consultancy Services,2026-09-16,13:45,4153.52
TCS,Tata Consultancy Services,2026-09-16,14:15,4151.61
TCS,Tata Consultancy Services,2026-09-16,14:45,4174.58
TCS,Tata Consultancy Services,2026-09-16,15:15,4196.93
TCS,Tata Consultancy Services,2026-09-17,09:15,4235.6
TCS,Tata Consultancy Services,2026-09-17,09:45,4223.02
TCS,Tata Consultancy Services,2026-09-17,10:15,4197.91
TCS,Tata Consultancy Services,2026-09-17,10:45,4185.66
TCS,Tata Consultancy Services,2026-09-17,11:15,4188.63
TCS,Tata Consultancy Services,2026-09-17,11:45,4176.8
TCS,Tata Consultancy Services,2026-09-17,12:15,4146.58
TCS,Tata Consultancy Services,2026-09-17,12:45,4140.11
TCS,Tata Consultancy Services,2026-09-17,13:15,4157.07
TCS,Tata Consultancy Services,2026-09-17,13:45,4157.81
TCS,Tata Consultancy Services,2026-09-17,14:15,4152.47
TCS,Tata Consultancy Services,2026-09-17,14:45,4181.63
TCS,Tata Consultancy Services,2026-09-17,15:15,4221.5
TCS,Tata Consultancy Services,2026-09-18,09:15,4169.4
TCS,Tata Consultancy Services,2026-09-18,09:45,4150.57
TCS,Tata Consultancy Services,2026-09-18,10:15,4136.25
TCS,Tata Consultancy Services,2026-09-18,10:45,4141.54
TCS,Tata Consultancy Services,2026-09-18,11:15,4147.42
TCS,Tata Consultancy Services,2026-09-18,11:45,4129.51
TCS,Tata Consultancy Services,2026-09-18,12:15,4112.31
TCS,Tata Consultancy Services,2026-09-18,12:45,4124.98
TCS,Tata Consultancy Services,2026-09-18,13:15,4142.3
TCS,Tata Consultancy Services,2026-09-18,13:45,4127.87
TCS,Tata Consultancy Services,2026-09-18,14:15,4121.36
TCS,Tata Consultancy Services,2026-09-18,14:45,4144.58
TCS,Tata Consultancy Services,2026-09-18,15:15,4179.48
TCS,Tata Consultancy Services,2026-09-21,09:15,4230.76
TCS,Tata Consultancy Services,2026-09-21,09:45,4226.07
TCS,Tata Consultancy Services,2026-09-21,10:15,4191.07
TCS,Tata Consultancy Services,2026-09-21,10:45,4193.32
TCS,Tata Consultancy Services,2026-09-21,11:15,4200.9
TCS,Tata Consultancy Services,2026-09-21,11:45,4188.7
TCS,Tata Consultancy Services,2026-09-21,12:15,4180.95
TCS,Tata Consultancy Services,2026-09-21,12:45,4177.58
TCS,Tata Consultancy Services,2026-09-21,13:15,4210.22
TCS,Tata Consultancy Services,2026-09-21,13:45,4207.08
TCS,Tata Consultancy Services,2026-09-21,14:15,4198.13
TCS,Tata Consultancy Services,2026-09-21,14:45,4226.63
TCS,Tata Consultancy Services,2026-09-21,15:15,4242.56
INFY,Infosys,2026-09-01,09:15,1736.82
INFY,Infosys,2026-09-01,09:45,1722.83
INFY,Infosys,2026-09-01,10:15,1722.87
INFY,Infosys,2026-09-01,10:45,1718.47
INFY,Infosys,2026-09-01,11:15,1717.27
INFY,Infosys,2026-09-01,11:45,1728.68
INFY,Infosys,2026-09-01,12:15,1723.33
INFY,Infosys,2026-09-01,12:45,1723.28
INFY,Infosys,2026-09-01,13:15,1725.81
INFY,Infosys,2026-09-01,13:45,1722.6
INFY,Infosys,2026-09-01,14:15,1737.23
INFY,Infosys,2026-09-01,14:45,1744.34
INFY,Infosys,2026-09-01,15:15,1749.98
INFY,Infosys,2026-09-02,09:15,1751.92
INFY,Infosys,2026-09-02,09:45,1745.67
INFY,Infosys,2026-09-02,10:15,1746.89
INFY,Infosys,2026-09-02,10:45,1738.46
INFY,Infosys,2026-09-02,11:15,1735.72
INFY,Infosys,2026-09-02,11:45,1740.28
INFY,Infosys,2026-09-02,12:15,1727.83
INFY,Infosys,2026-09-02,12:45,1734.68
INFY,Infosys,2026-09-02,13:15,1740.37
INFY,Infosys,2026-09-02,13:45,1731.34
INFY,Infosys,2026-09-02,14:15,1742.25
INFY,Infosys,2026-09-02,14:45,1744.64
INFY,Infosys,2026-09-02,15:15,1742.19
INFY,Infosys,2026-09-03,09:15,1745.25
INFY,Infosys,2026-09-03,09:45,1728.65
INFY,Infosys,2026-09-03,10:15,1732.0
INFY,Infosys,2026-09-03,10:45,1724.0
INFY,Infosys,2026-09-03,11:15,1719.6
INFY,Infosys,2026-09-03,11:45,1724.61
INFY,Infosys,2026-09-03,12:15,1721.38
INFY,Infosys,2026-09-03,12:45,1723.61
INFY,Infosys,2026-09-03,13:15,1727.46
INFY,Infosys,2026-09-03,13:45,1722.93
INFY,Infosys,2026-09-03,14:15,1731.57
INFY,Infosys,2026-09-03,14:45,1735.07
INFY,Infosys,2026-09-03,15:15,1738.98
INFY,Infosys,2026-09-04,09:15,1748.98
INFY,Infosys,2026-09-04,09:45,1742.43
INFY,Infosys,2026-09-04,10:15,1738.19
INFY,Infosys,2026-09-04,10:45,1736.39
INFY,Infosys,2026-09-04,11:15,1733.97
INFY,Infosys,2026-09-04,11:45,1733.39
INFY,Infosys,2026-09-04,12:15,1731.94
INFY,Infosys,2026-09-04,12:45,1736.71
INFY,Infosys,2026-09-04,13:15,1737.28
INFY,Infosys,2026-09-04,13:45,1739.59
INFY,Infosys,2026-09-04,14:15,1748.54
INFY,Infosys,2026-09-04,14:45,1748.19
INFY,Infosys,2026-09-04,15:15,1753.66
INFY,Infosys,2026-09-07,09:15,1758.43
INFY,Infosys,2026-09-07,09:45,1744.41
INFY,Infosys,2026-09-07,10:15,1747.96
INFY,Infosys,2026-09-07,10:45,1746.3
INFY,Infosys,2026-09-07,11:15,1739.06
INFY,Infosys,2026-09-07,11:45,1742.98
INFY,Infosys,2026-09-07,12:15,1734.8
INFY,Infosys,2026-09-07,12:45,1739.9
INFY,Infosys,2026-09-07,13:15,1749.7
INFY,Infosys,2026-09-07,13:45,1743.84
INFY,Infosys,2026-09-07,14:15,1747.5
INFY,Infosys,2026-09-07,14:45,1747.21
INFY,Infosys,2026-09-07,15:15,1752.25
INFY,Infosys,2026-09-08,09:15,1748.56
INFY,Infosys,2026-09-08,09:45,1738.71
INFY,Infosys,2026-09-08,10:15,1744.89
INFY,Infosys,2026-09-08,10:45,1741.67
INFY,Infosys,2026-09-08,11:15,1733.24
INFY,Infosys,2026-09-08,11:45,1735.66
INFY,Infosys,2026-09-08,12:15,1728.24
INFY,Infosys,2026-09-08,12:45,1728.41
INFY,Infosys,2026-09-08,13:15,1730.02
